"","symbol","correlation","pvalue","t-test","group"
"1","AAAS",0.15817248214025,1.66037758394071e-10,6.43154434845122,"CNV-Proteome"
"2","AAK1",0.0870667200261347,0.000462102323955412,3.50903001560691,"CNV-Proteome"
"3","AATF",0.141803689325289,1.05631456349156e-08,5.75149843899926,"CNV-Proteome"
"4","ABCA2",0.0395764545484117,0.123121993222122,1.54265943340267,"CNV-Proteome"
"5","ABCC3",0.0318927524289781,0.225503538018289,1.21254141602174,"CNV-Proteome"
"6","ABCC4",0.10603734605467,1.96572222657733e-05,4.28150824250157,"CNV-Proteome"
"7","ABCF1",0.300846643793157,4.06266738501299e-35,12.6656772160373,"CNV-Proteome"
"8","ABI1",0.19915218801907,6.70967271445473e-16,8.15934792064211,"CNV-Proteome"
"9","ABI2",0.0286714560868525,0.249646234236767,1.15162437324429,"CNV-Proteome"
"10","ABL1",0.148353999755907,2.11636358788531e-09,6.02302033249288,"CNV-Proteome"
"11","ABL2",0.119016373974055,5.19387262356279e-06,4.57388523224289,"CNV-Proteome"
"12","ABLIM1",0.13497234154654,5.23359502949413e-08,5.46914786166149,"CNV-Proteome"
"13","ABLIM2",0.0219614931967196,0.390500033245491,0.858954906503805,"CNV-Proteome"
"14","ABLIM3",0.0675988589413843,0.00884386660548548,2.62146954538695,"CNV-Proteome"
"15","ABR",0.131180162306793,1.23054403669018e-07,5.31275670718654,"CNV-Proteome"
"16","ABRAXAS1",-0.0013532089787595,0.962170559127039,-0.0474396208984711,"CNV-Proteome"
"17","ABRAXAS2",0.217346707201643,1.97477423461883e-16,8.32558577778111,"CNV-Proteome"
"18","ACACA",0.225220146547156,5.23599160927626e-20,9.28097346801077,"CNV-Proteome"
"19","ACAP2",0.260555716886273,1.85984652267693e-26,10.8355104237411,"CNV-Proteome"
"20","ACBD3",0.220771569707222,2.87274600587536e-19,9.08816213307877,"CNV-Proteome"
"21","ACBD5",0.220781422586573,2.86205122307884e-19,9.08858851460445,"CNV-Proteome"
"22","ACIN1",0.169600532860304,6.97834381154546e-12,6.90951273308663,"CNV-Proteome"
"23","ACLY",0.266946577407687,1.09494031389626e-27,11.1110580060888,"CNV-Proteome"
"24","ACSS2",0.190025602304843,1.37629999172644e-14,7.77107030814595,"CNV-Proteome"
"25","ACTB",0.0994943798367724,6.26110417668296e-05,4.0133459625331,"CNV-Proteome"
"26","ACTL6A",0.245421466296917,1.44190103952175e-23,10.1644683672388,"CNV-Proteome"
"27","ACTN1",0.0212547995834919,0.393471723261617,0.853567075965745,"CNV-Proteome"
"28","ACTN4",0.230154238038737,7.59099908479721e-21,9.49554398551533,"CNV-Proteome"
"29","ACTR2",-0.0550240977750156,0.0270681052115353,-2.21255406810709,"CNV-Proteome"
"30","ADAM10",0.0980921630193236,7.90425569460474e-05,3.95745835676596,"CNV-Proteome"
"31","ADAM17",0.101749722365432,4.21764910412748e-05,4.10653564316298,"CNV-Proteome"
"32","ADAM9",0.217757331438426,8.91635606591799e-19,8.95785807301619,"CNV-Proteome"
"33","ADAR",0.313589123602518,3.66959806511088e-38,13.2593324559013,"CNV-Proteome"
"34","ADAT1",0.0617579352633809,0.0265479896953599,2.22065193054004,"CNV-Proteome"
"35","ADCY6",0.0173080438219387,0.554906671320554,0.590594687999041,"CNV-Proteome"
"36","ADCY9",0.116872502871309,0.000110808461333099,3.87983819159135,"CNV-Proteome"
"37","ADD1",0.000671155891624454,0.978505559605754,0.0269467270597666,"CNV-Proteome"
"38","ADD2",0.0383250929288435,0.123787563262549,1.53987305054929,"CNV-Proteome"
"39","ADD3",0.0560092699254237,0.0244378895355362,2.25229203185624,"CNV-Proteome"
