"","blcdb9-I","263d3f-I","c4155b-C"
"ADPRM",0.539744363377022,-1.39791288139727,0
"ADRM1",1.6448184808356,-0.162948118019353,0
"ADSL",0.355513047937461,-1.52671050550402,0
"ADSS",1.55537529669918,-0.311167605948916,0
"ADSSL1",-0.823056587445732,0,1.16705758940058
"AEBP1",-1.65419599745938,0,0.146414559736832
"AEBP2",1.1738165487982,-0.81545260366532,0
"AES",1.64233418790636,-0.167293229694398,0
"AFAP1",-1.19833160300252,0,0.787557324048345
"AFAP1L1",-1.19543036574065,0,0.790884716488331
"AFAP1L2",-0.962493707405543,0,1.03704310457383
"AFDN",0.335857956243052,-1.53952514276172,0
"AFF1",0,1.52760665978727,-0.354147214509011
"AFF3",-1.37216623823826,0.574023964020754,0
"AFF4",0,1.40561084232445,-0.529344577805013
"AFG1L",1.38852000283047,-0.55233903247849,0
"AFG3L2",1.50347671190123,-0.390482433817278,0
"AFM",0,-0.840298120563427,1.15160928674024
"AFMID",-1.71446720366065,0.0346473631414764,0
"AFTPH",-0.778197413425433,1.20645968748772,0
"AGA",1.70427078796764,-0.0542838307461669,0
"AGAP1",0.857654722231572,-1.13588388479364,0
"AGAP11",-1.44233326867347,0,0.478731718257462
"AGAP2",1.1738165487982,-0.81545260366532,0
"AGAP3",-1.61853101042158,0.208215711435388,0
"AGFG1",1.56758582848771,0,-0.291849220828666
"AGFG2",-0.00725566570794779,1.72841157676878,0
"AGGF1",0,-0.117799378050244,1.67014411605855
"AGK",1.7032333544642,-0.05626387943848,0
"AGL",1.68269514360972,0,-0.0948162975333063
"AGMAT",0.132941822375392,0,-1.66174922927405
"AGO1",1.4789306001596,-0.426542079799794,0
"AGO2",0.207585753498661,-1.61890300941523,0
"AGO3",0,-1.72661565797425,0.0108196086491712
"AGO4",0,-1.34273814594083,0.612293929369578
"AGPAT1",-1.66556078101855,0,0.126088976792478
"AGPAT2",-1.18563415810427,0,0.802067766500464
"AGPAT3",-1.37819913736662,0,0.566059924497303
"AGPAT4",1.1738165487982,-0.81545260366532,0
"AGPAT5",-1.26134613797043,0,0.713482591706768
"AGPS",1.71114681608982,-0.041077265483666,0
"AGR2",0.674696843561367,0,-1.29316932634911
"AGR3",0.873136995668481,0,-1.12170742128158
"AGRN",-1.00078517927422,0.999214615169799,0
"AGT",0.017891256985912,-1.72303587463939,0
"AGTPBP1",-0.938653930324603,0,1.06011626664286
"AGTRAP",1.25440763141182,-0.721812907945737,0
"AGXT",1.1738165487982,-0.81545260366532,0
"AHCTF1",-1.475124488966,0.432055559134748,0
"AHCY",0.320052611702352,-1.54970313014356,0
"AHCYL1",1.52353627585402,0,-0.360340552048089
"AHCYL2",-1.4708761237062,0.438185630619606,0
"AHDC1",0.650350600456099,0,-1.3127450495951
"AHI1",0,-0.285285717375959,1.57169638562627
"AHNAK",0,-1.36323843111455,0.585734616231322
"AHNAK2",-0.982297315218524,0,1.01759883232597
"AHR",0,-1.70054273817726,0.0613841561644416
"AHSA1",1.63463109706924,-0.18067537445549,0
"AHSG",0,-0.175406724589448,1.63767322289664
"AHSP",0,-1.22213424590005,0.759987549099472
"AIDA",1.03985114915619,-0.95961225552255,0
"AIF1",1.60975531625263,0,-0.222991918399478
"AIF1L",0,-0.690608631882253,1.28020938384036
"AIFM1",1.35664567947169,-0.594325727339177,0
"AIFM2",1.03881448499504,-0.960676656922839,0
"AIMP1",1.54291502670389,-0.330613226336986,0
"AIMP2",1.57851859635321,0,-0.274323928809102
"AIP",1.39527087620093,0,-0.543297431364733
"AJUBA",-1.38607579894046,0,0.555599521758874
"AK1",0,-0.743314065547829,1.23632715557156
"AK2",1.25367738725446,-0.722687058818835,0
"AK3",0,-0.0279942745790688,1.71788399039882
"AK4",0,-1.10260137099457,0.893760788112292
"AK5",-1.46220558689607,0.450618881159593,0
"AK6",0,-0.187522696671262,1.63065925832472
"AKAP1",-1.7291733237209,0,0.00574069746993943
"AKAP10",-1.25606298433351,0.719829529801162,0
"AKAP11",-1.19741846360999,0.788605356619132,0
"AKAP12",-1.71045798496206,0,0.0424068530931342
"AKAP13",-1.35825709916766,0,0.592230266573309
"AKAP17A",-0.0198181742516077,1.72205668331454,0
"AKAP5",1.1738165487982,-0.81545260366532,0
"AKAP7",1.49520864466596,-0.402727513133264,0
"AKAP8",0,1.72852543501189,-0.0070293491328651
"AKAP8L",0,1.28104548436965,-0.689586971422323
"AKAP9",0.651957776624593,0,-1.31146219249765
"AKIP1",1.1738165487982,-0.81545260366532,0
"AKIRIN2",-1.60131603751459,0.237051097998902,0
"AKNA",1.1738165487982,-0.81545260366532,0
"AKR1A1",1.73014188024147,-0.00381156383240488,0
"AKR1B1",-1.45429543798499,0,0.461872291054451
"AKR1B10",0.804969018392657,-1.18308121305267,0
"AKR1B15",0.794407626496857,-1.1923519083992,0
"AKR1C1",0.250216935312664,-1.59333373793629,0
"AKR1C2",0.257232082170675,-1.58904915968186,0
"AKR1C3",0.725582121512048,-1.25125600754978,0
"AKR7A2",1.20271387567033,-0.782517875850145,0
"AKR7A3",0.89048251495357,-1.10565547278009,0
"AKT1",0.807472820324007,-1.18087418343142,0
"AKT1S1",1.58820527558206,0,-0.258609574525316
"AKT2",0,-1.32529418933745,0.634540819159213
"AKT3",-0.889639376154993,0,1.10643990828151
"AKTIP",1.52816117042196,0,-0.353301434472048
"ALAD",0.589168241442094,-1.36060788852049,0
"ALAS1",-1.4410848635462,0.480480387345473,0
"ALB",-0.227369316185491,0,1.6071370629298
"ALCAM",-0.23568004032903,1.60214288351298,0
"ALDH16A1",-0.188157324930082,0,1.63029009618444
"ALDH18A1",1.68165912985062,-0.0967294616125057,0
"ALDH1A1",0,-1.62752802394187,0.192896009318724
"ALDH1A2",0,-1.72148589320631,0.0209399553626093
"ALDH1A3",-0.547178225259372,1.39237817166839,0
"ALDH1B1",0.155405515029886,-1.64911131598102,0
"ALDH1L1",0.522989711072697,-1.41028901852874,0
"ALDH1L2",-0.00574871851207122,0,1.72916929324716
"ALDH2",0.0848876213470196,-1.68804616872728,0
"ALDH3A1",0,-0.213775433841913,1.61524034101036
"ALDH3A2",0.240515037678815,-1.59922332940746,0
"ALDH3B1",1.1738165487982,-0.81545260366532,0
"ALDH4A1",0.554195256856918,-1.38712913285078,0
"ALDH5A1",0,-1.22635392680067,0.755048907815899
"ALDH6A1",1.13274127686669,-0.861100166788889,0
"ALDH7A1",1.49620295386881,-0.401260320162444,0
"ALDH9A1",0.152475901368583,-1.65077198693228,0
"ALDOA",0.189280068336976,-1.62963656539371,0
"ALDOB",1.03812730877574,-0.961381808329526,0
"ALDOC",0,-1.70883319809731,0.0455371918819533
"ALG1",-0.19047472908318,1.62894056513548,0
"ALG11",-1.6352485209237,0,0.179607761743941
"ALG12",1.1738165487982,-0.81545260366532,0
"ALG13",1.60801199892616,0,-0.225908103014465
"ALG14",1.1738165487982,-0.81545260366532,0
"ALG2",1.61175289124275,0,-0.21964267325354
"ALG5",0.737436454578701,-1.24129438340468,0
"ALG6",1.1738165487982,-0.81545260366532,0
"ALG9",0.438147872427245,-1.47090234510384,0
"ALKBH1",-1.50212212948061,0,0.392495593713252
"ALKBH2",-1.44215168738627,0,0.478986189256291
"ALKBH3",-1.70397987692577,0,0.0548393918270202
"ALKBH4",-1.32067723363245,0,0.64037608419384
"ALKBH5",-1.47080114600128,0.43829359146086,0
"ALKBH6",-0.588436996141974,1.36116859447823,0
"ALKBH7",1.48024750052402,-0.424629658359014,0
"ALKBH8",-1.15947632353272,0.831541750715667,0
"ALLC",1.1738165487982,-0.81545260366532,0
"ALMS1",-1.69487921561143,0.0720919758640796,0
"ALOX15",1.1738165487982,-0.81545260366532,0
"ALOX15B",0.111341775772782,-1.67369380954611,0
"ALOX5",1.37954443901461,-0.5642783598506,0
"ALOX5AP",1.1738165487982,-0.81545260366532,0
"ALPK1",1.10323646816429,-0.8930796483432,0
"ALPL",-1.31238858797539,0.650797345470637,0
"ALS2",1.20010041210972,-0.785525216158072,0
"ALYREF",0.544082957346762,0,-1.39468594404564
"AMACR",1.56589203402867,-0.294544866160172,0
"AMBP",0,-1.54714112558528,0.324047655506436
"AMBRA1",-1.54256474935908,0,0.331156056946499
"AMDHD1",1.02677632399484,-0.972982513629201,0
"AMDHD2",1.5158576216918,0,-0.37195248958754
"AMER1",1.1738165487982,-0.81545260366532,0
"AMFR",0.464521450147363,-1.45242466596072,0
"AMIGO2",0.59666323503381,-1.35484554720841,0
"AMMECR1",1.1738165487982,-0.81545260366532,0
"AMMECR1L",1.1738165487982,-0.81545260366532,0
"AMN1",1.01744519293591,-0.982452765294943,0
"AMOT",0.778676306004973,0,-1.20604500092946
"AMOTL1",0.49892359304688,-1.42782960219829,0
"AMOTL2",1.4608627158401,-0.452535291694895,0
"AMPD2",-1.08758212742094,0.909781719842494,0
"AMPD3",-1.45539403562447,0.46031440923783,0
"AMPH",-1.70279658807159,0.057096524187622,0
"AMT",1.1738165487982,-0.81545260366532,0
"AMY1A",-0.300409044947088,1.56219607443288,0
"AMZ2",-1.39307279563593,0.546247227574775,0
"ANAPC1",-0.0477137495454198,0,1.70770096387382
"ANAPC10",1.64607978318793,-0.160736511119058,0
"ANAPC11",1.2178656121579,0,-0.76496766813396
"ANAPC13",1.1738165487982,-0.81545260366532,0
"ANAPC16",-1.52241666937129,0.362039462381106,0
"ANAPC2",1.61367542650536,0,-0.216411383213837
"ANAPC4",1.72746457172063,-0.00913632686874274,0
"ANAPC5",-1.69579111736936,0,0.0703742081531307
"ANAPC7",-1.36802931836158,0.57946143401503,0
"ANG",-1.36149043614974,0,0.588017109630599
"ANGEL1",-0.17128981406809,0,1.64004186920821
"ANGEL2",1.54195020764487,-0.332107924719818,0
"ANGPT2",1.61535576998019,-0.213580800306524,0
"ANGPTL2",-1.01074149324169,0,0.989219908167172
"ANGPTL3",1.1738165487982,-0.81545260366532,0
"ANGPTL4",0.423181066424926,-1.48124387651715,0
"ANK1",0,-1.34993279775368,0.603024634410048
"ANK2",-0.426866180559385,0,1.47870725494023
"ANK3",1.69645410785072,0,-0.0691238031447826
"ANKFY1",0,-0.0217735474226688,1.72106138789007
"ANKHD1",1.20131412132731,0,-0.784129307851248
"ANKIB1",-1.59549457934352,0.246665361278081,0
"ANKLE2",-1.26484106402359,0.709269749711133,0
"ANKMY2",0,1.21202218283423,-0.771759452337659
"ANKRD10",1.1738165487982,-0.81545260366532,0
"ANKRD11",0.308687512953879,0,-1.55695224787466
"ANKRD12",1.61494991452355,-0.214265019535293,0
"ANKRD13A",-1.58590726658808,0,0.262353718304218
"ANKRD13C",0.780587709522634,-1.20438859663979,0
"ANKRD13D",0.138101766969391,0,-1.6588657598954
"ANKRD16",0.576719381782806,-1.37011734120975,0
"ANKRD17",-0.177056304388532,1.63672206119717,0
"ANKRD20A3",1.1738165487982,-0.81545260366532,0
"ANKRD22",1.1738165487982,-0.81545260366532,0
"ANKRD26",0,-1.64556594482174,0.161637944134597
"ANKRD27",0.497990906447902,0,-1.42850381438286
"ANKRD28",1.64526694602,-0.162162194755917,0
"ANKRD30A",-0.942982162925387,0,1.05595400111914
"ANKRD35",-1.3492199010562,0,0.603945579726812
"ANKRD36C",1.1738165487982,-0.81545260366532,0
"ANKRD39",-0.919117023227394,0,1.07875807583188
"ANKRD40",-1.66946345733381,0,0.119033873286886
"ANKRD44",-1.38946836536317,0.551072080844674,0
"ANKRD46",1.1738165487982,-0.81545260366532,0
"ANKRD49",1.46838729225092,0,-0.441765141403679
"ANKRD50",-1.34050110821595,0.615164781164581,0
"ANKRD52",1.66892682618053,-0.120006301799225,0
"ANKRD54",0,-1.48631143738815,0.415791533477864
"ANKS1A",-1.5951550504369,0,0.247224022348945
"ANKS3",1.31893300216213,0,-0.64257489682289
"ANKUB1",1.1738165487982,-0.81545260366532,0
"ANKZF1",0,-1.37592031951546,0.569073036207417
"ANLN",-0.916165756371405,0,1.08155351724645
"ANO1",1.52500737720849,0,-0.358105241663023
"ANO10",1.50392967758336,-0.389808625457245,0
"ANO6",-1.69563098730283,0,0.0706760230071847
"ANOS1",1.48066896424118,0,-0.424017081518891
"ANP32A",-1.13655491113015,0.856918039968589,0
"ANP32B",-0.14121766552411,1.65711891726338,0
"ANP32E",1.4785561006396,-0.427085483466327,0
"ANPEP",0,1.49798401900322,-0.39862853279808
"ANTXR1",-1.03691475520449,0,0.962625281410885
"ANTXR2",-1.68928946793455,0,0.0825692759269074
"ANXA1",0,-1.12524983141489,0.86928276730692
"ANXA11",1.62103718355143,-0.203965926173052,0
"ANXA2",0.0218808916714905,-1.721006701145,0
"ANXA3",1.68746327115217,0,-0.0859730387072641
"ANXA4",1.68446948994161,0,-0.0915328401872335
"ANXA5",1.51820552992498,-0.368411747883761,0
"ANXA6",0.393788275560003,-1.50125134936873,0
"ANXA7",1.09382542939698,-0.903142266156851,0
"ANXA8",-1.40499173110217,0,0.530183604810488
"ANXA9",1.59444844726765,0,-0.248385938785385
"AOAH",1.1738165487982,-0.81545260366532,0
"AOC1",1.1738165487982,-0.81545260366532,0
"AOC3",0,-1.20612032908337,0.778589325679647
"AOX1",0,1.09000752139081,-0.907205832470682
"AP1AR",-1.6529255998365,0,0.14866679200985
"AP1B1",1.4243777865517,-0.503689777021304,0
"AP1G1",1.62232340592424,0,-0.201779595901135
"AP1G2",1.65706121411312,-0.141320463732903,0
"AP1M1",0.941559016511493,0,-1.0573238795487
"AP1M2",1.71684160467823,0,-0.0300279459488256
"AP1S1",0.854609202282078,0,-1.13865591353712
"AP1S2",0,-1.33336952919473,0.624281646259739
"AP1S3",1.63164573583436,-0.185825346053249,0
"AP2A1",0.946334453627312,-1.05272212907307,0
"AP2A2",1.16220311231489,-0.828495174930625,0
"AP2B1",1.34122155464472,-0.614240792321887,0
"AP2M1",-1.48421233529474,0,0.418856927295443
"AP2S1",-1.46303694911989,0.449431212824096,0
"AP3B1",-1.03040867509623,0,0.969279906799003
"AP3B2",0,0.889305648214925,-1.10675028212888
"AP3D1",1.53705441384349,-0.339668532405553,0
"AP3M1",1.57826686574279,-0.274729939641183,0
"AP3M2",1.20596359812252,-0.778770295202588,0
"AP3S1",1.47841117027131,-0.427295725927804,0
"AP3S2",1.72738416755974,0,-0.00929586186883318
"AP4B1",-1.33975970541393,0.616115072948612,0
"AP4E1",0,-1.01713283736421,0.982768752688358
"AP4M1",1.64254616987895,-0.166923029129992,0
"AP4S1",1.63915535167601,0,-0.172832168835017
"AP5B1",1.1668084520503,-0.823336164796128,0
"AP5M1",1.25317521597422,-0.72328790795907,0
"AP5S1",1.1738165487982,-0.81545260366532,0
"AP5Z1",0,-1.44285071015915,0.478006331655821
"APAF1",-0.675936311149316,1.29216453149483,0
"APBA1",-1.5954743403503,0,0.246698668908724
"APBA2",-1.26784556177419,0,0.705638984623223
"APBA3",0.632059498226161,-1.32725220874642,0
"APBB1",-0.166607456704238,0,1.64272682367409
"APBB1IP",-0.796236679066138,0,1.19075086942728
"APBB2",1.66327379241857,0,-0.130205200285852
"APC",-1.41785935210514,0.512649688227953,0
"APCS",0,-1.46284820637409,0.449700929919557
"APEH",0.756800265774309,-1.2248590533622,0
"APEX1",-0.930174666667513,1.06823628453609,0
"APEX2",1.1738165487982,-0.81545260366532,0
"API5",1.40353115151969,0,-0.532161176537619
"APIP",1.55493156137121,0,-0.311864692398095
"APLF",-1.36530282860172,0,0.583034620882866
"APLP2",-0.489606355351467,1.43454616436111,0
"APMAP",1.71969081684158,0,-0.0244608851523404
"APOA1",-0.205412780960667,0,1.62018483999926
"APOA2",-0.16068522964688,0,1.64610900417143
"APOA4",-0.162538607766155,0,1.64505219014377
"APOB",0,-0.291818768545577,1.56760494445149
"APOBEC3A",0,-0.725208105486131,1.25156908010326
"APOBEC3B",0.435499026467188,-1.47274019346669,0
"APOBEC3C",1.40770769644878,-0.526499467298906,0
"APOBEC3F",1.1738165487982,-0.81545260366532,0
"APOBEC3G",0.188899279436979,-1.62985827845365,0
